rank,risk_id,cluster_id,title,risk_category,business_function,event_type,primary_asset_or_service,score_used,likelihood_used,impact_used,risk_score_baseline,risk_score_adjusted,evidence_strength,confidence,internal_signals_used,internal_outage_refs,recommended_actions_top,framework_mapping,executive_summary,impact_narrative,evidence_count,start_date,end_date,publishers,urls_sample,impact_keywords,entity_summary,cluster_summary
162,RISK-UNKNOWN-UNKNOWN-460FD0FC,CL-000123,UNKNOWN risk affects Cybersecurity,Technology,Cybersecurity,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Cybersecurity. Evidence window: 2026-02-16 to 2026-02-16 across 1 source(s). Representative sources: AI-fuelled supply chain cyber attacks surge in Asia-Pacific - SecurityBrief Australia,"UNKNOWN affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2026-02-16,2026-02-16,SecurityBrief Australia,https://news.google.com/rss/articles/CBMimgFBVV95cUxQS3FScXQ0YnJFV0hrRXRfUFFZcFh5a0VJU29memprZDlvaXljZXJ4RWk3aHA0bGR0d05PSmU1TE9hc2xmbl9EQndwcjZsRTNuZkZfOWtkYzA2cGwtQXhteDA4SUFzc2kwQUlHNDg5SDRkbFRyVzVYMXVnWmJ5LTNJRjExOEJ4ZEx3NHhEbXhhQzVOdGx5bW5ydnJB?oc=5,,,UNKNOWN affecting UNKNOWN in Cybersecurity.
163,RISK-UNKNOWN-ERP-D930965F,CL-000124,UNKNOWN risk affects Order Processing,Technology,Order Processing,UNKNOWN,erp,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting erp in Order Processing. Evidence window: 2026-02-18 to 2026-02-18 across 1 source(s). Representative sources: 4 tips for CFOs leading ERP transitions - CFO Dive,"UNKNOWN affecting erp can disrupt Order Processing, causing operational delays and recovery complications.",1,2026-02-18,2026-02-18,CFO Dive,https://news.google.com/rss/articles/CBMifEFVX3lxTE45bEV3U0UtblBSenpHZWRpVDhfOFdBRzRGdHV4LU5nQUNXZENLVUhuTmF4cFZMNklNY1N6VjdWZTNkSEw4Y3hCQ1FJV01CV09pMF9jRzhhVkpHbUluck12SjNpZUVwQW9iWFJOaFdVcHRlU3BoUXo3X0Z2VTI?oc=5,,,UNKNOWN affecting erp in Order Processing.
164,RISK-UNKNOWN-CLOUD-F385B540,CL-000125,UNKNOWN risk affects Cloud Infrastructure,Technology,Cloud Infrastructure,UNKNOWN,cloud,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting cloud in Cloud Infrastructure. Evidence window: 2026-02-20 to 2026-02-20 across 1 source(s). Representative sources: Amazon’s cloud ‘hit by two outages caused by AI tools last year’ - The Guardian,"UNKNOWN affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",1,2026-02-20,2026-02-20,The Guardian,https://news.google.com/rss/articles/CBMipwFBVV95cUxPdlNsWkxOcFlvVWxpRlVTWlJEclh4R0VmNmtsaFczR3hKTW9qdThJYXNzdHFXVkpuUndnbEkyVV9yNzVGdEVabExvUnBxUEpQaUZBc01GdVQ2Z05hV2YxaDJQblo0RG9JeWFVekJRb1VUM1pVV1FUYndzU18taEVVU3FMUUFaT1VrYkhicXVVSGk0VVhYejFQUjdQTkJtSS05WWsxRGdBYw?oc=5,,,UNKNOWN affecting cloud in Cloud Infrastructure.
165,RISK-UNKNOWN-SYSTEMS-C2037A8F,CL-000127,UNKNOWN risk affects Network Infrastructure,Technology,Network Infrastructure,UNKNOWN,systems,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting systems in Network Infrastructure. Evidence window: 2026-02-20 to 2026-02-20 across 1 source(s). Representative sources: Scale-out Networking | AI Clusters | AI Infrastructure - Broadcom,"UNKNOWN affecting systems can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2026-02-20,2026-02-20,Broadcom,https://news.google.com/rss/articles/CBMiggFBVV95cUxNZldxd05CUXNVendURUxWRnpZMnBOejJaQThWQVpCQmpXREYzWXVObjZzMFRBQ1ZNWVNUU181Uk9WZEltYWZCc0JJbmRlNVJvODBBT1ZKOHptbGlwcHRhNHFLbTVCQ3lpUGZSaUQ1RDF4Q2JqYlEzMHZoNFVJaW84R0lB?oc=5,,,UNKNOWN affecting systems in Network Infrastructure.
166,RISK-UNKNOWN-UNKNOWN-FDF21798,CL-000128,UNKNOWN risk affects Transportation & Logistics,Technology,Transportation & Logistics,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Transportation & Logistics. Evidence window: 2026-02-26 to 2026-02-26 across 1 source(s). Representative sources: China's New Aircraft Carrier Looks Powerful – But It Has A Major Problem - Yahoo,"UNKNOWN affecting UNKNOWN can disrupt Transportation & Logistics, causing operational delays and recovery complications.",1,2026-02-26,2026-02-26,Yahoo,https://news.google.com/rss/articles/CBMikwFBVV95cUxOcnVOZEZFVzVVMFFoZnprR1ZKWFBjalpDWW5YSF91S3dTQ2F2SG5tUzN3MFFBZk5zRXlXczVxX2x1YjJNRzBJamlRd2tDU0hXVzlhV3NxaDN4em5nUDVQQUJVZFhvdDg1NlMwT0stZ3A1U0E1RWh5dW9vblFrLWNyYTRjaXBNaEN5ZjRDME1xcGZUMms?oc=5,,,UNKNOWN affecting UNKNOWN in Transportation & Logistics.
167,RISK-UNKNOWN-UNKNOWN-0C458AC6,CL-000129,UNKNOWN risk affects Compliance & Governance,Technology,Compliance & Governance,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Compliance & Governance. Evidence window: 2026-02-27 to 2026-02-27 across 1 source(s). Representative sources: Hungary’s energy giant threatens legal action against Croatia - Euronews.com,"UNKNOWN affecting UNKNOWN can disrupt Compliance & Governance, causing operational delays and recovery complications.",1,2026-02-27,2026-02-27,Euronews.com,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPZnhWZ1JMLTM0YWxuaVhBWDdxWUgzYzdhYnRyUS1iS3ByNU9FcERkZ2laM21CWjFxUGUtcGw0WnYzVGNyZVpIR2ZOYk5aZDRWZTFLLUFJUG1qaWVkaFpZVmZtSy1MV1VLU0hoVnIySWxMY2JBWENDMHJfd2lsb1Zwalo0MHMyVDJIYTRPNVZuZTN3c0ZpWnp5Y3lESWx2cWd4aldTVDdJcTZpMS04WjhkSEdZXzBHQ3lhRms3eVV2ZlQ?oc=5,,,UNKNOWN affecting UNKNOWN in Compliance & Governance.
168,RISK-UNKNOWN-SYSTEMS-353BCDD3,CL-000130,UNKNOWN risk affects Order Processing,Technology,Order Processing,UNKNOWN,systems,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting systems in Order Processing. Evidence window: 2026-03-01 to 2026-03-01 across 1 source(s). Representative sources: Pakistan’s Digitisation Drive Faces A Critical Test: Can Mission-Critical Systems Stay Resilient? - The Friday Times,"UNKNOWN affecting systems can disrupt Order Processing, causing operational delays and recovery complications.",1,2026-03-01,2026-03-01,The Friday Times,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNakpEY3ByQ1VVT0xkVllCYlhFWEozaFdQSm5PUDk5d3pFdWkyUWdSbjlZSmUtNEZrODRaZldaUUtTQ1UtSHpEczBiYVl2Y1BpR2tlZjFxd1pPNmtYaWxYNkdPbmROX25qTDVzYUtIWHlWMVc1Uy1TaFkxbU1YQjJ1TkRDU1VvUU5wWVNodWFXU3FQMEF2SnExUGV5RGMtOEVLQzZQdWtrWFJuemNzY1lDdnh3VW5XWTBqMnowNnNXU2U1eF9EcFBxQ0ZKdndyTkVGdHc?oc=5,,,UNKNOWN affecting systems in Order Processing.
169,RISK-UNKNOWN-UNKNOWN-FDF21798,CL-000132,UNKNOWN risk affects Transportation & Logistics,Technology,Transportation & Logistics,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Transportation & Logistics. Evidence window: 2026-03-02 to 2026-03-02 across 1 source(s). Representative sources: Operating a New Standard for Life-Saving Pharmaceutical Logistics - Fierce Pharma,"UNKNOWN affecting UNKNOWN can disrupt Transportation & Logistics, causing operational delays and recovery complications.",1,2026-03-02,2026-03-02,Fierce Pharma,https://news.google.com/rss/articles/CBMinwFBVV95cUxQZkZST0NFeENMdXF6TzlnSmlkMUxPVm1VaTVDZmpGc0d5bXhzaXI0eVItOWVyeFVLdTdPREV1T3c4T0dUMUhCNnVEeXFMTjFIdUd0b1puRF8tOGhtYVZIU2F1RXNoakQzMXNTYVZWZEdVZ1k5U0lTNFpaTUZHQldwSzItRS1MbmJDdW51NHA3aldtcThIYzhEMGh2RFVoV0E?oc=5,,,UNKNOWN affecting UNKNOWN in Transportation & Logistics.
170,RISK-UNKNOWN-UNKNOWN-24798EA0,CL-000135,UNKNOWN risk affects Network Infrastructure,Technology,Network Infrastructure,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Network Infrastructure. Evidence window: 2026-03-02 to 2026-03-02 across 1 source(s). Representative sources: Amazon says it could take at least a day to restore data centers hit by 'objects' in the UAE - Business Insider,"UNKNOWN affecting UNKNOWN can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2026-03-02,2026-03-02,Business Insider,https://news.google.com/rss/articles/CBMipgFBVV95cUxOR3F5OHF5SFlhUlUzZ0F6VXVHb0FJU0h2UENiMHloaEZBYTBvRDR6bF94UUl4aGpyM0hzN1RPeGxDY2RkTWJhYXJxX1pobFAtdHp0MkcxRXZlWGdYX3hUUlNaWWhYcU0wY04yZkhHZXpFUFMtLTB6ZEl5UUZNLTZkUEc5R3hxREg0WUFWcjFtSVJfSF9MdTQwR2hJOFNEbERTUlNkbDFB?oc=5,,,UNKNOWN affecting UNKNOWN in Network Infrastructure.
171,RISK-UNKNOWN-CLOUD-24D5C319,CL-000136,UNKNOWN risk affects Network Infrastructure,Technology,Network Infrastructure,UNKNOWN,cloud,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,"Risk signal (Weak): UNKNOWN affecting cloud in Network Infrastructure. Evidence window: 2026-03-02 to 2026-03-02 across 1 source(s). Representative sources: Iran-Israel war: Amazon cloud unit flags issues at Bahrain, UAE data centers amid Iran strikes - The Economic Times","UNKNOWN affecting cloud can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2026-03-02,2026-03-02,The Economic Times,https://news.google.com/rss/articles/CBMi9AFBVV95cUxQUTBvSjBVdDNGcEE5RzNvX0hlQWhwX1ljWVhTMDlvcjFla0tfTm8yd01udlROVkFzb0NEa3pwNFR3a2RhWnZqS2F4MDN5c3lhbF84dTNtRnI2YnhsMFlGYU9pZk1QVlQ5QVd1ZXZRa2k4STJXNzJvUWJhMThlSk84MjVyMkNwWDVvSHBWWTVWMV9ldjVGam8zSlV5ZGhHYzZ6blJJWkFVUDM3X0M4d2R1V2h0N29MN3ktTHNWUkFPTmlPeFNGaE9mVEFBX1ZTcWhlUVBiTEczTkVwUjN1YTZobDBVTUFjZUVzWTBUbENhMGczdjdj0gH6AUFVX3lxTE5UUWZodlNtR1NaVXZPR3RxR2NjVGpaZHBVSjduYmxrYjJiNEswUnh5T2huYy1CUUNtTXdIbmJwQlJlZ2ctYUdxVmk2TS1XSXpmVDBEUUZVSmdxOVpzQlgyQVZlSHROUzk2aWZLZkhZSmtPZ05iN3ZhM3htREJRdEJuQmNyMy1qcDBtNnZMMGtBdHVMam1HN3AtLXFYRWJ2M1FLNkt4bS1EU0J1V0VtZVBnN2d5MXUxbU1BQjIzNnhFenJKa0c3SHhhSGVhdUJTRVkyNWlMMVVWbU1RR0ZxMmxRblBRVDlfQkI5dUVnMUVVZ2I5NkwxUnRqR1E?oc=5,,,UNKNOWN affecting cloud in Network Infrastructure.
172,RISK-UNKNOWN-SYSTEMS-43FBACE0,CL-000138,UNKNOWN risk affects Compliance & Governance,Technology,Compliance & Governance,UNKNOWN,systems,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting systems in Compliance & Governance. Evidence window: 2026-03-02 to 2026-03-02 across 1 source(s). Representative sources: From roadmap to bankable projects: Turning the EU Sustainable Transport Investment Plan into action - United Nations Environment Programme Finance Initiative (UNEP FI),"UNKNOWN affecting systems can disrupt Compliance & Governance, causing operational delays and recovery complications.",1,2026-03-02,2026-03-02,United Nations Environment Programme Finance Initiative (UNEP FI),https://news.google.com/rss/articles/CBMijwFBVV95cUxPbjJ4cXdiN0RjOWxfc05WWTZFVnpFOXpDVVlmdGZnVEo3MzEwZGpjWDlEYUZacWwtQ0xHcHVUU0dJRHJsa3ZEU3NsTEZ3RE5MbktuRTlURGlUMWpTN3pxUHQ4SkZFUkNUNGdYVTJlVTZmVk85Yk9keW5tVmpDRG9oMXhyQ2NpeXhhOVByeW52SQ?oc=5,,,UNKNOWN affecting systems in Compliance & Governance.
173,RISK-UNKNOWN-UNKNOWN-7D8B8397,CL-000139,UNKNOWN risk affects Procurement & Supply Chain,Technology,Procurement & Supply Chain,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Procurement & Supply Chain. Evidence window: 2026-03-02 to 2026-03-02 across 1 source(s). Representative sources: Energy prices surge as tanker disruptions and facility shutdowns rattle global supply - AP News,"UNKNOWN affecting UNKNOWN can disrupt Procurement & Supply Chain, causing operational delays and recovery complications.",1,2026-03-02,2026-03-02,AP News,https://news.google.com/rss/articles/CBMilwFBVV95cUxOTzFqWFViSEVMWFl6aUh5Q1I2cnRMUTQ2UzBTVGljbmpJSmdJVGl0M0hiemtaTkdsVUNZTXNjSks1cnBRbHFsV1BHSmlTNVZwVjZDalk5NlAtd2ZMakRDUlZ0ZllZdldxQ1F5UUJYUFRxZ0tjV1RETi1mSU1pSHhMdFREVmhtWEptM3dINXo5ZEJoc1p1NE5R?oc=5,,,UNKNOWN affecting UNKNOWN in Procurement & Supply Chain.
174,RISK-UNKNOWN-UNKNOWN-7D8B8397,CL-000140,UNKNOWN risk affects Procurement & Supply Chain,Technology,Procurement & Supply Chain,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Procurement & Supply Chain. Evidence window: 2026-03-02 to 2026-03-02 across 1 source(s). Representative sources: Gas prices soar as QatarEnergy halts LNG production after Iran attacks - Al Jazeera,"UNKNOWN affecting UNKNOWN can disrupt Procurement & Supply Chain, causing operational delays and recovery complications.",1,2026-03-02,2026-03-02,Al Jazeera,https://news.google.com/rss/articles/CBMisAFBVV95cUxOeHFjMUtYX0FSS1BZcWpsSlQ3LWxwaWd2T3BxLV80cDc1dGJhb1U1ZDczTENRTzQ0aVpiUXdjVlc5OTRQa0RUU1RVZFdhUzNtRWZHUzNueGNpTDZLbmZ3VU1LOEFZVXhSZVNJcWtVeEU5dUtrR0ViUjVKSkhBYkdkVHA5dXdxRGhtSEUyMmlxaUNCdmZfNFZwR3FLd2pDYlEwdGxkRXUySEJ5eHhGRnBFedIBtgFBVV95cUxQQmp0TFVsUHE1ZlNUVEJPaGx4eVZMcUtnWlVxM2tnbTduX0diWUkzdFd3LWNqZnJOVU1LMXJhVzdWeXBoODhwdjFxRTlIdkVNOFg5LTNwWjhKM2t0MlFLajl5Ri1LM042RVItZ21vQXNoTHQ4WktBcTV5SkpSQ1V3N2hmLWxuOVYxM2JSWHVTYWJTeThvcTFtSVFsenNfVDFKb29hdk1HdmF4OFlCWmtmdVFrSHJVZw?oc=5,,,UNKNOWN affecting UNKNOWN in Procurement & Supply Chain.
175,RISK-UNKNOWN-CLOUD-24D5C319,CL-000143,UNKNOWN risk affects Network Infrastructure,Technology,Network Infrastructure,UNKNOWN,cloud,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,"Risk signal (Weak): UNKNOWN affecting cloud in Network Infrastructure. Evidence window: 2026-03-03 to 2026-03-03 across 1 source(s). Representative sources: Amazon cloud unit's data centers in UAE, Bahrain damaged in drone strikes - Reuters","UNKNOWN affecting cloud can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2026-03-03,2026-03-03,Reuters,https://news.google.com/rss/articles/CBMixgFBVV95cUxObEZGODhUazJocmh0R05fQTZQbjMxS01KYXJITXhFX2lJTGdVSEF2aDdHMTFqemVTOHlscUFNaHBkMFBSR1YzZEtETzZ1Y2EzdWVoZW11UkFvOTNGUFlkVURwcGJ4bkxBTjZMSmpPRm4yUjhna2o4dUc0MWUyWnEteE1aWk9MN0UySUV4Y0ZBUTllQXIyNTFFOUlyWU5vZkRULWFLVWtyRzlIWjV4aHduRE5uU2dwUUdJUHgtVmdtdDFlWTBMVkE?oc=5,,,UNKNOWN affecting cloud in Network Infrastructure.
176,RISK-UNKNOWN-UNKNOWN-460FD0FC,CL-000144,UNKNOWN risk affects Cybersecurity,Technology,Cybersecurity,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,"Risk signal (Weak): UNKNOWN affecting UNKNOWN in Cybersecurity. Evidence window: 2026-03-05 to 2026-03-05 across 1 source(s). Representative sources: Seedworm: Iranian APT on Networks of U.S. Bank, Airport, Software Company - SECURITY.COM","UNKNOWN affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2026-03-05,2026-03-05,SECURITY.COM,https://news.google.com/rss/articles/CBMif0FVX3lxTFBhTndBa1FqV3FKdm00OWxrV0FfVlFZc1hBUDdxMUNjLU9sbHRhRFF3UU9UWGgxUnFtVUI1UnVVcFowM2UtZGJ1YmljN0NNbWVWX1Fwblhua2t4TDh5UnpyQThPamFWeHRMR05rbDU1cnljWTFKcFNuMzFYLXFnMkE?oc=5,,,UNKNOWN affecting UNKNOWN in Cybersecurity.
177,RISK-UNKNOWN-UNKNOWN-460FD0FC,CL-000145,UNKNOWN risk affects Cybersecurity,Technology,Cybersecurity,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Cybersecurity. Evidence window: 2026-03-06 to 2026-03-06 across 1 source(s). Representative sources: 4 Ways Manufacturers Can Protect Their Supply Chains From Cyberthreats - BizTech Magazine,"UNKNOWN affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2026-03-06,2026-03-06,BizTech Magazine,https://news.google.com/rss/articles/CBMirgFBVV95cUxQbENFazBEMmxZakFmUVJ6bDJvWEpHS3loVU5SeXQ4UW44dzkyNlhGZWo3M29mSG5rNFdFT19ZUmx5TUo3RTNNRmc1bGpZV3dHaUFocHF2Q2RzOVBrSThrdkdmMVJETUpYMEwtaHc5c0RoSmd4NVBMdVRyS3ByUG5NUzFvQUZmMU1HQ3lROFY5WWJ5b1RfTkg4RnZSSGJuYi1YT3FsZkMtaTlwNVBZNWc?oc=5,,,UNKNOWN affecting UNKNOWN in Cybersecurity.
178,RISK-DESTRUCTIVE_CYBER_ATTACK-SYSTEMS-EB0B09F8,CL-000149,DESTRUCTIVE_CYBER_ATTACK risk affects Security Operations,Technology,Security Operations,DESTRUCTIVE_CYBER_ATTACK,systems,6,2,3,6,,Weak,Low,False,,"Isolate affected systems, initiate clean-room recovery, validate backups for integrity, and perform forensic analysis before restoration",Cyber Resilience / Destructive Malware,Risk signal (Weak): DESTRUCTIVE_CYBER_ATTACK affecting systems in Security Operations. Evidence window: 2026-03-11 to 2026-03-11 across 1 source(s). Representative sources: Iran-Backed Hackers Claim Wiper Attack on Medtech Firm Stryker - Krebs on Security,"DESTRUCTIVE_CYBER_ATTACK affecting systems can disrupt Security Operations, causing operational delays and recovery complications.",1,2026-03-11,2026-03-11,Krebs on Security,https://news.google.com/rss/articles/CBMioAFBVV95cUxPMVktSHl1czFMVVJuT2VBekV3NDJ5MDh0WXQ2MnhKVF9QZ21YWEthV3YtcjRYTjJuNzZaeDN3b3EtM2ZFQUo4bVNxRHV4VWhMQUtzRlVaSDc3NERFenoxYlZjVVlkRzJPNmViZ3NvZjNzTjZqU1FnbFhYWUNPU3pFYTRzSUpYSjRmOFJlcGhRZEpNMjdFLUhJY280Mm1BRC1Z?oc=5,,,DESTRUCTIVE_CYBER_ATTACK affecting systems in Security Operations.
179,RISK-UNKNOWN-UNKNOWN-7D8B8397,CL-000152,UNKNOWN risk affects Procurement & Supply Chain,Technology,Procurement & Supply Chain,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Procurement & Supply Chain. Evidence window: 2026-03-12 to 2026-03-12 across 1 source(s). Representative sources: Helium prices soar as Qatar LNG halt exposes fragile supply chain - Reuters,"UNKNOWN affecting UNKNOWN can disrupt Procurement & Supply Chain, causing operational delays and recovery complications.",1,2026-03-12,2026-03-12,Reuters,https://news.google.com/rss/articles/CBMitAFBVV95cUxQYi14a2JoTGJTc3dmMDJ4WW5rMUlsRFlNVzQ0Q1JDYTVtUlpTUXd0c1RMNmhsZngzeEVIdnhaRUhFNnpVMXNranVSUkRBbTd1T1RtVWg5U0s5ZHpKYXNUWi1pLXJDdXlyTnRZSVBuVnoxbVp2d0h2Ums5dFZKLUlWdFB3NVdkV0Y3N2ZsSzNiUHZpTjFSYVlnbUxSYzJHcmE1U0lERUdTSnBCOTZWNGpoYXBqTmI?oc=5,,,UNKNOWN affecting UNKNOWN in Procurement & Supply Chain.
180,RISK-CYBER_OPERATIONAL_DISRUPTION-UNKNOWN-29F36C0D,CL-000153,CYBER_OPERATIONAL_DISRUPTION risk affects IT Operations,Technology,IT Operations,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,"Risk signal (Weak): CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations. Evidence window: 2026-03-12 to 2026-03-12 across 1 source(s). Representative sources: Stryker flags disruption to orders, manufacturing a day after cyberattack - Reuters","CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",1,2026-03-12,2026-03-12,Reuters,https://news.google.com/rss/articles/CBMitAFBVV95cUxOMy1EbzIyRHhSSEdoT3JpOWY4bU1uQUlzUC1FcEl2TGNRZ04xNDQwM0xtdjBqQ0xGU2cwSjB2UG1kZjdKMUhfRkRBUXpFRnI3eERPUE9Jd01KMHFsQkttYjlZaWZzclU4M2h2T0xOQ3NBLTBKcXZNLVdSdTNfbjBsT0lDYzNKb1JJVFlBWXhuSTFnRUQtSG9WSFdFdmNBRmFEaWFnU1NKR1ByRGZhOEZEQjhwQWk?oc=5,disruption,,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.
181,RISK-CYBER_OPERATIONAL_DISRUPTION-UNKNOWN-29F36C0D,CL-000154,CYBER_OPERATIONAL_DISRUPTION risk affects IT Operations,Technology,IT Operations,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations. Evidence window: 2026-03-12 to 2026-03-12 across 1 source(s). Representative sources: Stryker Says Cyberattack Disruption Is Continuing - WSJ,"CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",1,2026-03-12,2026-03-12,WSJ,https://news.google.com/rss/articles/CBMingFBVV95cUxPUnhNU1loWE9aUWhNM3NvZTA1cXllQVRQaXlwd0I5aDNtWFZPVG4tV21MdWhodE5aZ05FQWs0VkJvQTBNZjlVMjJBNzVWLU1JUWpiOEM4QVd1X3Z3TGxWaElLbS1JckM5UTlWMTFsd0hwdFBPVlF3WE5VcjVON01Cak1UakFYa2tXUTRQM2RpV1V0eC1pLW1VY0xDcS1xQQ?oc=5,disruption,,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.
182,RISK-UNKNOWN-UNKNOWN-460FD0FC,CL-000155,UNKNOWN risk affects Cybersecurity,Technology,Cybersecurity,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Cybersecurity. Evidence window: 2026-03-13 to 2026-03-13 across 1 source(s). Representative sources: The Growing Cyber Risk to Supply Chains - VoxUkraine,"UNKNOWN affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2026-03-13,2026-03-13,VoxUkraine,https://news.google.com/rss/articles/CBMic0FVX3lxTE9CSTREZHFEcmhjV3NkZF9seDRxa3Y5WUY0aVRYalhPSDdZQWhuT1BVQ2IzSU1hMUtQdWUxY0NYek5RLWtKOFZjWFNvb004SU5PQ2JVUG93bjlnQWNadE0wZzRmdnh6bVZIUTJoWDFEa0VsdkE?oc=5,,,UNKNOWN affecting UNKNOWN in Cybersecurity.
183,RISK-UNKNOWN-UNKNOWN-24798EA0,CL-000156,UNKNOWN risk affects Network Infrastructure,Technology,Network Infrastructure,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Network Infrastructure. Evidence window: 2026-03-13 to 2026-03-13 across 1 source(s). Representative sources: How to reduce networking costs without performance loss - TechTarget,"UNKNOWN affecting UNKNOWN can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2026-03-13,2026-03-13,TechTarget,https://news.google.com/rss/articles/CBMipgFBVV95cUxPTDV5TGRydXNBWFVxUGUwZlJzSUtpdXQ0Y3loY2kwQkFtTGJBdFVzLTFLUFc5RlpaYlZFdnk0UHJMeFpTSnBBQ0d2OEQ4c1BZbmJ5MTJmOGp6aF9kZ1g4cmpCcFpadEpnbVZJY2F1QV9qWVF6TklfSmRBNlpYd0VVUmNwSXBGY0xOT2dPaV9QV0NtSFRGMm5GODVvN0dWSE8zSnpKRDhB?oc=5,,,UNKNOWN affecting UNKNOWN in Network Infrastructure.
